UDI,Product ID,p_failure,rank,alert_topk,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
2527,L49706,0.0,9138,False,L,298.8,308.6,1501,35.0,55,0,0,0,0,0,0
2530,M17389,0.0,9139,False,M,298.8,308.6,1571,33.7,61,0,0,0,0,0,0
2611,H32024,0.0,9140,False,H,299.4,309.1,1547,40.9,50,0,0,0,0,0,0
2612,L49791,0.0,9141,False,L,299.4,309.1,1957,22.1,55,0,0,0,0,0,0
2614,M17473,0.0,9142,False,M,299.3,309.1,1571,38.3,59,0,0,0,0,0,0
2615,L49794,0.0,9143,False,L,299.3,309.1,1634,36.8,62,0,0,0,0,0,0
2677,L49856,0.0,9144,False,L,299.7,309.3,1592,34.2,8,0,0,0,0,0,0
2686,L49865,0.0,9145,False,L,299.8,309.4,1609,32.5,27,0,0,0,0,0,0
2775,L49954,0.0,9146,False,L,300.1,309.4,1559,39.7,24,0,0,0,0,0,0
2776,L49955,0.0,9147,False,L,300.1,309.4,1560,47.7,26,0,0,0,0,0,0
2866,H32279,0.0,9148,False,H,300.7,309.7,1623,32.7,0,0,0,0,0,0,0
2867,L50046,0.0,9149,False,L,300.8,309.7,1997,20.7,5,0,0,0,0,0,0
2878,M17737,0.0,9150,False,M,300.5,309.4,1655,32.1,37,0,0,0,0,0,0
2879,H32292,0.0,9151,False,H,300.5,309.4,1502,34.3,40,0,0,0,0,0,0
2882,M17741,0.0,9152,False,M,300.6,309.6,1588,37.0,50,0,0,0,0,0,0
2903,M17762,0.0,9153,False,M,300.6,309.4,1541,35.2,105,0,0,0,0,0,0
2906,L50085,0.0,9154,False,L,300.6,309.4,1552,36.4,113,0,0,0,0,0,0
2915,H32328,0.0,9155,False,H,300.6,309.6,1888,20.5,133,0,0,0,0,0,0
2945,L50124,0.0,9156,False,L,300.7,309.6,1505,34.9,7,0,0,0,0,0,0
2946,H32359,0.0,9157,False,H,300.7,309.6,1925,20.5,9,0,0,0,0,0,0
2953,H32366,0.0,9158,False,H,300.7,309.5,1667,30.5,29,0,0,0,0,0,0
2955,H32368,0.0,9159,False,H,300.6,309.4,1691,28.0,36,0,0,0,0,0,0
2958,L50137,0.0,9160,False,L,300.8,309.6,1498,45.8,47,0,0,0,0,0,0
2959,M17818,0.0,9161,False,M,300.8,309.5,1481,44.5,49,0,0,0,0,0,0
2962,L50141,0.0,9162,False,L,300.6,309.4,1654,32.8,57,0,0,0,0,0,0
2963,L50142,0.0,9163,False,L,300.7,309.5,1508,39.9,59,0,0,0,0,0,0
2967,L50146,0.0,9164,False,L,300.6,309.3,1601,40.2,69,0,0,0,0,0,0
3040,M17899,0.0,9165,False,M,300.3,309.5,1665,31.4,32,0,0,0,0,0,0
3043,M17902,0.0,9166,False,M,300.2,309.4,1459,43.9,39,0,0,0,0,0,0
3046,L50225,0.0,9167,False,L,300.2,309.4,1526,35.3,46,0,0,0,0,0,0
3048,L50227,0.0,9168,False,L,300.2,309.4,1558,38.3,51,0,0,0,0,0,0
3049,L50228,0.0,9169,False,L,300.2,309.3,1532,43.2,53,0,0,0,0,0,0
3054,H32467,0.0,9170,False,H,300.2,309.3,1506,35.6,63,0,0,0,0,0,0
3069,H32482,0.0,9171,False,H,300.0,309.0,1622,31.8,103,0,0,0,0,0,0
3112,L50291,0.0,9172,False,L,300.0,309.2,1759,27.9,5,0,0,0,0,0,0
3117,L50296,0.0,9173,False,L,300.0,309.2,1566,34.4,18,0,0,0,0,0,0
3121,H32534,0.0,9174,False,H,300.1,309.4,1563,40.8,28,0,0,0,0,0,0
3125,L50304,0.0,9175,False,L,300.1,309.4,1568,39.7,42,0,0,0,0,0,0
3132,L50311,0.0,9176,False,L,300.1,309.5,1660,32.7,57,0,0,0,0,0,0
3133,L50312,0.0,9177,False,L,300.1,309.5,1557,40.6,59,0,0,0,0,0,0
3203,L50382,0.0,9178,False,L,300.2,309.2,1430,43.4,24,0,0,0,0,0,0
3207,M18066,0.0,9179,False,M,300.1,309.0,1612,33.0,34,0,0,0,0,0,0
3208,M18067,0.0,9180,False,M,300.2,309.0,1642,31.2,37,0,0,0,0,0,0
3210,L50389,0.0,9181,False,L,300.3,309.2,1587,31.4,43,0,0,0,0,0,0
3213,L50392,0.0,9182,False,L,300.3,309.2,1649,32.4,50,0,0,0,0,0,0
3275,L50454,0.0,9183,False,L,301.3,310.0,1665,31.4,0,0,0,0,0,0,0
3287,L50466,0.0,9184,False,L,301.2,310.0,1618,37.6,32,0,0,0,0,0,0
3289,L50468,0.0,9185,False,L,301.3,310.1,1662,31.0,37,0,0,0,0,0,0
3379,L50558,0.0,9186,False,L,301.5,310.7,1568,33.1,38,0,0,0,0,0,0
3629,L50808,0.0,9187,False,L,302.2,311.4,1609,32.1,41,0,0,0,0,0,0
3631,L50810,0.0,9188,False,L,302.0,311.2,1845,27.3,45,0,0,0,0,0,0
3699,H33112,0.0,9189,False,H,302.2,311.3,1758,26.4,4,0,0,0,0,0,0
3710,L50889,0.0,9190,False,L,302.2,311.4,1754,26.9,33,0,0,0,0,0,0
3715,M18574,0.0,9191,False,M,302.3,311.4,1855,23.9,43,0,0,0,0,0,0
3780,L50959,0.0,9192,False,L,302.3,311.0,1657,31.1,3,0,0,0,0,0,0
3783,L50962,0.0,9193,False,L,302.2,310.8,1827,23.8,9,0,0,0,0,0,0
3785,L50964,0.0,9194,False,L,302.2,310.8,1744,29.7,16,0,0,0,0,0,0
3790,L50969,0.0,9195,False,L,302.3,310.8,1650,32.4,26,0,0,0,0,0,0
3799,L50978,0.0,9196,False,L,302.1,310.8,1786,25.7,47,0,0,0,0,0,0
3802,M18661,0.0,9197,False,M,302.2,310.9,1771,27.6,54,0,0,0,0,0,0
3816,L50995,0.0,9198,False,L,302.2,310.7,1769,24.9,91,0,0,0,0,0,0
3839,L51018,0.0,9199,False,L,302.4,311.1,1880,24.5,156,0,0,0,0,0,0
3948,H33361,0.0,9200,False,H,302.2,311.3,1749,29.2,5,0,0,0,0,0,0
3963,L51142,0.0,9201,False,L,302.4,311.5,1785,24.8,45,0,0,0,0,0,0
4056,L51235,0.0,9202,False,L,302.0,311.0,1865,22.7,48,0,0,0,0,0,0
4062,L51241,0.0,9203,False,L,301.9,310.8,1906,21.7,62,0,0,0,0,0,0
4086,H33499,0.0,9204,False,H,302.0,310.5,1841,23.6,119,0,0,0,0,0,0
4093,H33506,0.0,9205,False,H,302.0,310.5,1812,24.4,138,0,0,0,0,0,0
4108,L51287,0.0,9206,False,L,302.0,310.5,1809,27.1,175,0,0,0,0,0,0
4134,L51313,0.0,9207,False,L,301.8,310.3,1765,27.3,29,0,0,0,0,0,0
4136,M18995,0.0,9208,False,M,301.7,310.3,1787,26.7,33,0,0,0,0,0,0
4140,H33553,0.0,9209,False,H,301.7,310.2,1620,30.8,42,0,0,0,0,0,0
4155,M19014,0.0,9210,False,M,302.0,310.4,1828,26.3,82,0,0,0,0,0,0
4224,L51403,0.0,9211,False,L,302.0,310.7,1657,31.9,37,0,0,0,0,0,0
4225,L51404,0.0,9212,False,L,302.0,310.7,1698,28.1,39,0,0,0,0,0,0
4241,L51420,0.0,9213,False,L,302.4,311.1,1905,20.9,77,0,0,0,0,0,0
4278,L51457,0.0,9214,False,L,302.2,310.4,1743,28.1,170,0,0,0,0,0,0
4282,L51461,0.0,9215,False,L,302.0,310.0,1832,22.9,178,0,0,0,0,0,0
4305,L51484,0.0,9216,False,L,301.6,310.1,1694,26.3,14,0,0,0,0,0,0
4307,L51486,0.0,9217,False,L,301.6,310.0,1869,22.9,18,0,0,0,0,0,0
4311,L51490,0.0,9218,False,L,301.4,310.0,1776,25.6,30,0,0,0,0,0,0
4315,H33728,0.0,9219,False,H,301.4,310.1,1623,32.3,39,0,0,0,0,0,0
4332,M19191,0.0,9220,False,M,301.6,309.9,1746,31.1,83,0,0,0,0,0,0
4350,L51529,0.0,9221,False,L,301.9,309.7,1595,31.4,133,0,0,0,0,0,0
4364,H33777,0.0,9222,False,H,302.1,310.1,1844,24.6,171,0,0,0,0,0,0
4387,L51566,0.0,9223,False,L,301.9,309.7,1719,31.9,0,0,0,0,0,0,0
4388,L51567,0.0,9224,False,L,302.0,309.8,1532,39.4,2,0,0,0,0,0,0
4389,L51568,0.0,9225,False,L,302.0,309.8,1701,27.2,4,0,0,0,0,0,0
4400,L51579,0.0,9226,False,L,302.3,310.1,1653,29.7,34,0,0,0,0,0,0
4403,H33816,0.0,9227,False,H,302.3,310.2,1506,33.8,43,0,0,0,0,0,0
4411,L51590,0.0,9228,False,L,302.5,310.2,1586,32.2,64,0,0,0,0,0,0
4419,L51598,0.0,9229,False,L,302.6,310.3,1642,33.2,82,0,0,0,0,0,0
4421,H33834,0.0,9230,False,H,302.6,310.2,1873,21.3,87,0,0,0,0,0,0
4438,L51617,0.0,9231,False,L,302.4,310.2,1578,31.2,139,0,0,0,0,0,0
4460,L51639,0.0,9232,False,L,302.6,310.4,1743,26.3,191,0,0,0,0,0,0
4491,L51670,0.0,9233,False,L,302.5,310.4,1967,20.3,50,0,0,0,0,0,0
4495,H33908,0.0,9234,False,H,302.6,310.4,1649,30.1,62,0,0,0,0,0,0
4500,H33913,0.0,9235,False,H,302.6,310.3,1721,27.4,79,0,0,0,0,0,0
4503,L51682,0.0,9236,False,L,302.4,310.2,1642,28.3,88,0,0,0,0,0,0
4535,L51714,0.0,9237,False,L,302.4,310.2,1633,28.0,164,0,0,0,0,0,0
4540,L51719,0.0,9238,False,L,302.5,310.3,1592,32.6,174,0,0,0,0,0,0
4555,L51734,0.0,9239,False,L,302.6,310.5,1748,28.2,2,0,0,0,0,0,0
4556,L51735,0.0,9240,False,L,302.7,310.6,1690,26.7,4,0,0,0,0,0,0
4558,L51737,0.0,9241,False,L,302.7,310.6,1686,26.3,9,0,0,0,0,0,0
4562,L51741,0.0,9242,False,L,302.9,310.8,1610,32.2,17,0,0,0,0,0,0
4564,L51743,0.0,9243,False,L,302.7,310.7,1977,20.0,21,0,0,0,0,0,0
4572,L51751,0.0,9244,False,L,302.8,310.9,1708,29.8,42,0,0,0,0,0,0
4577,M19436,0.0,9245,False,M,302.9,311.1,1926,21.8,58,0,0,0,0,0,0
4578,L51757,0.0,9246,False,L,303.0,311.2,1800,23.7,61,0,0,0,0,0,0
4579,L51758,0.0,9247,False,L,303.0,311.2,1641,32.6,63,0,0,0,0,0,0
4590,L51769,0.0,9248,False,L,302.8,311.1,1721,30.0,87,0,0,0,0,0,0
4605,L51784,0.0,9249,False,L,302.9,311.0,1820,24.6,128,0,0,0,0,0,0
4616,L51795,0.0,9250,False,L,303.0,311.3,1793,29.3,157,0,0,0,0,0,0
4617,L51796,0.0,9251,False,L,303.1,311.4,1829,24.5,159,0,0,0,0,0,0
4648,L51827,0.0,9252,False,L,303.3,311.4,1958,21.5,0,0,0,0,0,0,0
4656,L51835,0.0,9253,False,L,303.1,311.1,1854,22.6,19,0,0,0,0,0,0
4657,L51836,0.0,9254,False,L,303.1,311.2,1626,32.3,21,0,0,0,0,0,0
4663,H34076,0.0,9255,False,H,303.3,311.2,1607,31.7,34,0,0,0,0,0,0
4668,H34081,0.0,9256,False,H,303.3,311.4,1651,30.6,50,0,0,0,0,0,0
4709,L51888,0.0,9257,False,L,303.4,311.7,1793,25.8,161,0,0,0,0,0,0
4743,L51922,0.0,9258,False,L,303.3,311.3,1592,33.7,14,0,0,0,0,0,0
4748,L51927,0.0,9259,False,L,303.3,311.2,1763,27.3,27,0,0,0,0,0,0
4778,M19637,0.0,9260,False,M,303.5,312.2,1818,23.6,109,0,0,0,0,0,0
4838,H34251,0.0,9261,False,H,303.3,311.8,1806,27.7,44,0,0,0,0,0,0
4864,M19723,0.0,9262,False,M,303.6,312.3,1915,22.3,116,0,0,0,0,0,0
4867,L52046,0.0,9263,False,L,303.6,312.4,1781,28.7,124,0,0,0,0,0,0
4870,L52049,0.0,9264,False,L,303.7,312.4,1718,26.5,130,0,0,0,0,0,0
4871,M19730,0.0,9265,False,M,303.7,312.4,1631,28.5,132,0,0,0,0,0,0
4875,L52054,0.0,9266,False,L,303.8,312.5,1619,30.9,142,0,0,0,0,0,0
4876,L52055,0.0,9267,False,L,303.7,312.4,1702,31.2,144,0,0,0,0,0,0
4885,H34298,0.0,9268,False,H,303.8,312.5,1655,28.0,170,0,0,0,0,0,0
4886,H34299,0.0,9269,False,H,303.8,312.5,1748,25.1,175,0,0,0,0,0,0
4911,M19770,0.0,9270,False,M,303.5,312.4,1606,31.7,22,0,0,0,0,0,0
4917,H34330,0.0,9271,False,H,303.4,312.3,1769,27.9,40,0,0,0,0,0,0
4920,L52099,0.0,9272,False,L,303.3,312.2,1506,40.0,50,0,0,0,0,0,0
4925,H34338,0.0,9273,False,H,303.4,312.3,1522,42.1,62,0,0,0,0,0,0
4958,M19817,0.0,9274,False,M,303.8,312.6,1768,23.9,149,0,0,0,0,0,0
4967,L52146,0.0,9275,False,L,303.8,312.6,1793,28.1,170,0,0,0,0,0,0
4973,H34386,0.0,9276,False,H,303.8,312.6,1811,24.9,183,0,0,0,0,0,0
4994,L52173,0.0,9277,False,L,303.8,312.9,1819,23.7,16,0,0,0,0,0,0
4996,L52175,0.0,9278,False,L,303.6,312.6,1540,39.8,21,0,0,0,0,0,0
4999,M19858,0.0,9279,False,M,303.6,312.8,1825,25.2,29,0,0,0,0,0,0
5001,L52180,0.0,9280,False,L,303.7,312.8,1832,23.6,35,0,0,0,0,0,0
5003,L52182,0.0,9281,False,L,303.7,312.8,1627,31.7,40,0,0,0,0,0,0
5010,L52189,0.0,9282,False,L,303.7,312.8,1523,40.7,59,0,0,0,0,0,0
5020,M19879,0.0,9283,False,M,304.0,313.1,1466,39.5,83,0,0,0,0,0,0
5021,L52200,0.0,9284,False,L,304.1,313.1,1556,36.3,86,0,0,0,0,0,0
5024,M19883,0.0,9285,False,M,304.0,313.0,1575,34.5,92,0,0,0,0,0,0
5033,M19892,0.0,9286,False,M,304.0,313.1,1694,31.4,116,0,0,0,0,0,0
5037,L52216,0.0,9287,False,L,304.0,313.2,1615,37.8,127,0,0,0,0,0,0
5039,L52218,0.0,9288,False,L,304.1,313.3,1732,28.5,132,0,0,0,0,0,0
5048,M19907,0.0,9289,False,M,304.1,313.3,1680,29.3,158,0,0,0,0,0,0
5051,H34464,0.0,9290,False,H,304.0,313.0,1701,30.4,171,0,0,0,0,0,0
5061,L52240,0.0,9291,False,L,304.0,312.8,1542,42.7,198,0,0,0,0,0,0
5065,L52244,0.0,9292,False,L,304.0,313.0,1407,42.1,5,0,0,0,0,0,0
5066,L52245,0.0,9293,False,L,304.1,313.0,1566,37.2,7,0,0,0,0,0,0
5075,L52254,0.0,9294,False,L,304.1,313.1,1666,34.6,33,0,0,0,0,0,0
5078,L52257,0.0,9295,False,L,304.3,313.3,1775,24.9,39,0,0,0,0,0,0
5082,M19941,0.0,9296,False,M,304.1,313.3,1494,39.0,49,0,0,0,0,0,0
5083,H34496,0.0,9297,False,H,304.1,313.2,1590,43.4,52,0,0,0,0,0,0
5085,L52264,0.0,9298,False,L,304.1,313.1,1969,20.8,59,0,0,0,0,0,0
5087,L52266,0.0,9299,False,L,304.0,313.0,1541,45.9,64,0,0,0,0,0,0
5095,M19954,0.0,9300,False,M,304.1,313.5,1470,45.8,85,0,0,0,0,0,0
5096,M19955,0.0,9301,False,M,304.1,313.5,1428,39.9,88,0,0,0,0,0,0
5097,H34510,0.0,9302,False,H,304.2,313.5,1627,32.2,91,0,0,0,0,0,0
5102,M19961,0.0,9303,False,M,304.1,313.4,1518,42.4,105,0,0,0,0,0,0
5105,L52284,0.0,9304,False,L,304.1,313.5,1469,44.6,113,0,0,0,0,0,0
5107,L52286,0.0,9305,False,L,304.0,313.3,1519,36.7,117,0,0,0,0,0,0
5112,L52291,0.0,9306,False,L,304.1,313.6,1556,37.4,129,0,0,0,0,0,0
5113,M19972,0.0,9307,False,M,304.1,313.6,1441,43.7,131,0,0,0,0,0,0
5136,L52315,0.0,9308,False,L,304.1,313.3,1883,24.5,190,0,0,0,0,0,0
5143,L52322,0.0,9309,False,L,304.4,313.6,1568,39.1,0,0,0,0,0,0,0
5146,L52325,0.0,9310,False,L,304.5,313.7,1670,32.9,7,0,0,0,0,0,0
5147,L52326,0.0,9311,False,L,304.4,313.6,1585,38.9,9,0,0,0,0,0,0
5148,L52327,0.0,9312,False,L,304.4,313.6,1569,38.4,11,0,0,0,0,0,0
5154,L52333,0.0,9313,False,L,304.2,313.4,1644,31.7,23,0,0,0,0,0,0
5155,L52334,0.0,9314,False,L,304.2,313.4,1568,37.6,25,0,0,0,0,0,0
5156,H34569,0.0,9315,False,H,304.2,313.3,1625,37.3,27,0,0,0,0,0,0
5159,L52338,0.0,9316,False,L,304.1,313.3,1459,50.3,39,0,0,0,0,0,0
5168,L52347,0.0,9317,False,L,304.2,313.4,1639,32.7,63,0,0,0,0,0,0
5169,H34582,0.0,9318,False,H,304.1,313.4,1696,29.6,65,0,0,0,0,0,0
5170,L52349,0.0,9319,False,L,304.1,313.3,1470,39.9,70,0,0,0,0,0,0
5171,M20030,0.0,9320,False,M,304.1,313.3,1480,38.4,72,0,0,0,0,0,0
5173,L52352,0.0,9321,False,L,304.2,313.4,1740,28.2,78,0,0,0,0,0,0
5176,L52355,0.0,9322,False,L,304.2,313.4,1740,23.7,86,0,0,0,0,0,0
5177,M20036,0.0,9323,False,M,304.0,313.3,1844,27.1,88,0,0,0,0,0,0
5179,H34592,0.0,9324,False,H,304.0,313.2,1517,43.1,96,0,0,0,0,0,0
5181,L52360,0.0,9325,False,L,304.0,313.2,1584,38.7,104,0,0,0,0,0,0
5182,L52361,0.0,9326,False,L,304.0,313.1,1720,28.7,106,0,0,0,0,0,0
5185,L52364,0.0,9327,False,L,304.0,313.0,1397,42.4,113,0,0,0,0,0,0
5186,L52365,0.0,9328,False,L,304.0,313.0,2012,21.1,115,0,0,0,0,0,0
5189,L52368,0.0,9329,False,L,304.0,313.2,1632,30.6,121,0,0,0,0,0,0
5194,H34607,0.0,9330,False,H,304.0,313.1,1408,39.8,132,0,0,0,0,0,0
5230,H34643,0.0,9331,False,H,303.9,313.1,1790,26.7,17,0,0,0,0,0,0
5245,L52424,0.0,9332,False,L,303.6,313.0,1593,31.6,52,0,0,0,0,0,0
5246,L52425,0.0,9333,False,L,303.6,313.0,1575,38.3,54,0,0,0,0,0,0
5249,M20108,0.0,9334,False,M,303.5,313.0,1902,21.6,60,0,0,0,0,0,0
5315,L52494,0.0,9335,False,L,303.6,312.8,1701,30.8,12,0,0,0,0,0,0
5318,L52497,0.0,9336,False,L,303.6,312.7,1637,32.9,19,0,0,0,0,0,0
5326,L52505,0.0,9337,False,L,303.5,312.7,1694,27.3,40,0,0,0,0,0,0
5359,H34772,0.0,9338,False,H,303.3,312.6,1827,24.2,132,0,0,0,0,0,0
5368,M20227,0.0,9339,False,M,303.1,312.5,1766,26.7,157,0,0,0,0,0,0
5371,H34784,0.0,9340,False,H,303.0,312.4,1627,37.1,168,0,0,0,0,0,0
5404,L52583,0.0,9341,False,L,302.7,312.3,1858,25.4,2,0,0,0,0,0,0
5409,L52588,0.0,9342,False,L,302.6,312.4,1628,33.0,15,0,0,0,0,0,0
5415,L52594,0.0,9343,False,L,302.6,312.3,1534,34.3,31,0,0,0,0,0,0
5417,L52596,0.0,9344,False,L,302.6,312.3,1660,30.3,36,0,0,0,0,0,0
5422,M20281,0.0,9345,False,M,302.6,312.3,1566,36.6,46,0,0,0,0,0,0
5424,L52603,0.0,9346,False,L,302.6,312.3,1647,31.8,52,0,0,0,0,0,0
5426,L52605,0.0,9347,False,L,302.5,312.2,1775,27.9,56,0,0,0,0,0,0
5463,L52642,0.0,9348,False,L,302.9,312.3,1889,22.8,148,0,0,0,0,0,0
5464,L52643,0.0,9349,False,L,302.9,312.4,1561,34.8,150,0,0,0,0,0,0
5469,L52648,0.0,9350,False,L,302.8,312.3,1764,29.9,162,0,0,0,0,0,0
5498,M20357,0.0,9351,False,M,302.9,312.5,1551,40.0,20,0,0,0,0,0,0
5506,L52685,0.0,9352,False,L,302.8,312.2,1746,27.4,44,0,0,0,0,0,0
5580,L52759,0.0,9353,False,L,302.6,312.2,1695,27.1,32,0,0,0,0,0,0
5592,L52771,0.0,9354,False,L,302.5,312.0,1574,33.8,63,0,0,0,0,0,0
5620,L52799,0.0,9355,False,L,303.0,312.3,1932,21.9,132,0,0,0,0,0,0
5753,H35166,0.0,9356,False,H,302.3,311.8,1804,25.0,43,0,0,0,0,0,0
5838,M20697,0.0,9357,False,M,301.3,311.1,1834,25.4,22,0,0,0,0,0,0
5853,H35266,0.0,9358,False,H,301.2,310.9,1798,22.3,59,0,0,0,0,0,0
6015,H35428,0.0,9359,False,H,300.8,310.8,1618,32.8,40,0,0,0,0,0,0
6022,L53201,0.0,9360,False,L,300.7,310.8,1814,21.4,59,0,0,0,0,0,0
6085,M20944,0.0,9361,False,M,300.8,310.6,1505,36.2,0,0,0,0,0,0,0
6088,M20947,0.0,9362,False,M,300.9,310.8,1599,33.0,7,0,0,0,0,0,0
6099,M20958,0.0,9363,False,M,300.8,310.7,1924,22.4,36,0,0,0,0,0,0
6182,L53361,0.0,9364,False,L,301.0,310.8,1975,19.7,17,0,0,0,0,0,0
6186,L53365,0.0,9365,False,L,301.1,311.0,1918,21.7,28,0,0,0,0,0,0
6190,M21049,0.0,9366,False,M,301.0,310.9,1910,21.9,37,0,0,0,0,0,0
6191,L53370,0.0,9367,False,L,300.9,310.9,1749,26.4,40,0,0,0,0,0,0
6192,H35605,0.0,9368,False,H,301.0,310.9,1916,22.0,42,0,0,0,0,0,0
6196,L53375,0.0,9369,False,L,300.9,310.8,1729,30.2,53,0,0,0,0,0,0
6197,L53376,0.0,9370,False,L,300.9,310.8,1701,30.4,55,0,0,0,0,0,0
6350,L53529,0.0,9371,False,L,300.1,309.8,1506,35.2,21,0,0,0,0,0,0
6355,L53534,0.0,9372,False,L,300.1,309.6,1565,34.8,32,0,0,0,0,0,0
6365,M21224,0.0,9373,False,M,299.9,309.6,1489,41.7,56,0,0,0,0,0,0
6509,H35922,0.0,9374,False,H,301.0,310.1,1756,30.7,2,0,0,0,0,0,0
6524,M21383,0.0,9375,False,M,301.1,310.2,1850,27.7,44,0,0,0,0,0,0
6525,L53704,0.0,9376,False,L,301.1,310.4,1874,24.8,47,0,0,0,0,0,0
6608,L53787,0.0,9377,False,L,301.5,310.5,1556,39.1,48,0,0,0,0,0,0
6612,H36025,0.0,9378,False,H,301.5,310.5,1587,33.8,57,0,0,0,0,0,0
6693,M21552,0.0,9379,False,M,301.8,311.0,1839,23.6,30,0,0,0,0,0,0
6704,M21563,0.0,9380,False,M,301.5,310.7,1744,28.2,61,0,0,0,0,0,0
6846,M21705,0.0,9381,False,M,301.3,311.5,1648,32.4,0,0,0,0,0,0,0
6848,L54027,0.0,9382,False,L,301.2,311.4,1757,28.0,6,0,0,0,0,0,0
6853,H36266,0.0,9383,False,H,301.0,311.2,1602,32.7,19,0,0,0,0,0,0
6857,M21716,0.0,9384,False,M,301.1,311.3,1836,22.8,31,0,0,0,0,0,0
6860,M21719,0.0,9385,False,M,301.1,311.3,1909,22.7,38,0,0,0,0,0,0
6881,M21740,0.0,9386,False,M,300.9,311.3,1801,24.6,100,0,0,0,0,0,0
6884,L54063,0.0,9387,False,L,300.9,311.3,1953,19.4,107,0,0,0,0,0,0
6893,L54072,0.0,9388,False,L,301.0,311.6,1440,43.3,131,0,0,0,0,0,0
6899,M21758,0.0,9389,False,M,301.0,311.6,1448,43.9,145,0,0,0,0,0,0
6901,L54080,0.0,9390,False,L,301.0,311.7,1670,31.3,150,0,0,0,0,0,0
6928,L54107,0.0,9391,False,L,301.1,311.6,1488,43.4,5,0,0,0,0,0,0
6929,L54108,0.0,9392,False,L,301.1,311.7,1816,24.5,7,0,0,0,0,0,0
6931,M21790,0.0,9393,False,M,300.9,311.5,1836,21.8,12,0,0,0,0,0,0
6932,M21791,0.0,9394,False,M,300.8,311.4,1521,39.9,15,0,0,0,0,0,0
6935,L54114,0.0,9395,False,L,300.8,311.4,1536,40.9,22,0,0,0,0,0,0
6936,L54115,0.0,9396,False,L,300.7,311.2,1878,24.3,24,0,0,0,0,0,0
6944,L54123,0.0,9397,False,L,300.7,311.3,1522,35.2,48,0,0,0,0,0,0
6946,M21805,0.0,9398,False,M,300.8,311.4,1852,22.2,53,0,0,0,0,0,0
7018,M21877,0.0,9399,False,M,300.7,310.6,1474,37.0,33,0,0,0,0,0,0
7020,L54199,0.0,9400,False,L,300.8,310.8,1741,27.1,39,0,0,0,0,0,0
7022,H36435,0.0,9401,False,H,300.7,310.6,1631,32.6,43,0,0,0,0,0,0
7023,L54202,0.0,9402,False,L,300.7,310.5,1561,33.2,48,0,0,0,0,0,0
7102,L54281,0.0,9403,False,L,300.8,310.2,1850,22.8,33,0,0,0,0,0,0
7104,H36517,0.0,9404,False,H,300.8,310.3,1777,30.1,38,0,0,0,0,0,0
7109,M21968,0.0,9405,False,M,300.8,310.5,1511,35.8,54,0,0,0,0,0,0
7349,H36762,0.0,9406,False,H,299.7,310.3,1462,40.4,19,0,0,0,0,0,0
7353,M22212,0.0,9407,False,M,299.7,310.2,1440,42.8,30,0,0,0,0,0,0
7356,L54535,0.0,9408,False,L,299.6,310.2,1588,34.1,38,0,0,0,0,0,0
7359,M22218,0.0,9409,False,M,299.5,310.1,1659,31.5,44,0,0,0,0,0,0
7360,M22219,0.0,9410,False,M,299.4,310.0,1512,43.2,47,0,0,0,0,0,0
7366,L54545,0.0,9411,False,L,299.6,310.1,2057,20.4,60,0,0,0,0,0,0
7428,L54607,0.0,9412,False,L,300.0,311.4,1634,31.9,0,0,0,0,0,0,0
7429,M22288,0.0,9413,False,M,300.0,311.4,1864,23.3,2,0,0,0,0,0,0
7430,L54609,0.0,9414,False,L,300.0,311.4,1590,33.6,5,0,0,0,0,0,0
7433,L54612,0.0,9415,False,L,300.1,311.4,1484,43.1,13,0,0,0,0,0,0
7434,M22293,0.0,9416,False,M,300.1,311.4,1913,21.9,15,0,0,0,0,0,0
7435,L54614,0.0,9417,False,L,300.0,311.4,1508,38.2,18,0,0,0,0,0,0
7436,L54615,0.0,9418,False,L,299.9,311.3,1504,40.7,20,0,0,0,0,0,0
7437,L54616,0.0,9419,False,L,300.0,311.4,1487,41.2,22,0,0,0,0,0,0
7438,L54617,0.0,9420,False,L,299.8,311.3,1727,30.0,24,0,0,0,0,0,0
7440,L54619,0.0,9421,False,L,300.0,311.3,1493,41.4,28,0,0,0,0,0,0
7443,L54622,0.0,9422,False,L,300.0,311.5,1601,36.9,35,0,0,0,0,0,0
7444,H36857,0.0,9423,False,H,300.1,311.6,1589,37.9,37,0,0,0,0,0,0
7446,L54625,0.0,9424,False,L,300.2,311.7,1553,41.3,44,0,0,0,0,0,0
7448,M22307,0.0,9425,False,M,300.3,311.9,1677,30.8,48,0,0,0,0,0,0
7449,L54628,0.0,9426,False,L,300.3,311.8,1488,38.4,51,0,0,0,0,0,0
7451,L54630,0.0,9427,False,L,300.3,311.8,1451,41.0,55,0,0,0,0,0,0
7452,L54631,0.0,9428,False,L,300.3,311.8,1508,43.1,57,0,0,0,0,0,0
7453,L54632,0.0,9429,False,L,300.3,311.7,1579,33.6,59,0,0,0,0,0,0
7456,M22315,0.0,9430,False,M,300.2,311.7,1597,39.5,68,0,0,0,0,0,0
7460,L54639,0.0,9431,False,L,300.0,311.5,1591,32.0,79,0,0,0,0,0,0
7461,L54640,0.0,9432,False,L,300.0,311.5,1445,41.6,81,0,0,0,0,0,0
